Time,/fdm/jsbsim/attitude/phi-rad,/fdm/jsbsim/fcs/right-aileron-pos-rad,/fdm/jsbsim/accelerations/Nz
2.19999912,-0.562676149567907125,0.349999999999999978,0.90936495006271989
2.2499991,-0.594314118735470576,0.349999999999999978,0.907868349303062483
2.29999908,-0.626022260698345767,0.349999999999999978,0.90659493672180147
2.34999906,-0.657830416530950535,0.349999999999999978,0.905444491593209833
2.39999904,-0.68976254832607653,0.349999999999999978,0.904320593470017697
2.44999902,-0.721836497286809875,0.349999999999999978,0.903131110108912671
2.499999,-0.754064014098839608,0.349999999999999978,0.901788841036275324
2.54999898,-0.786451004402829668,0.349999999999999978,0.900212418235338485
2.59999896,-0.818997934026365892,0.349999999999999978,0.898327483110881619
2.64999894,-0.851700344092964801,0.349999999999999978,0.896068092587599896
2.69999892,-0.884549434404453994,0.349999999999999978,0.893378255842707247
2.7499989,-0.917532683186882858,0.349999999999999978,0.890213467953781756
2.79999888,-0.950634480873550514,0.349999999999999978,0.88654208943590429
2.84999886,-0.98383676377540219,0.349999999999999978,0.8823464220861027
2.89999884,-1.01711963940845806,0.349999999999999978,0.877623350926574175
2.94999882,-1.05046199859418232,0.349999999999999978,0.872384456479995185
2.9999988,-1.083842110416257,0.349999999999999978,0.866655546549130795
3.04999878,-1.11723819529625845,0.349999999999999978,0.860475606408814486
3.09999876,-1.15062896965756756,0.349999999999999978,0.853895214898748867
3.14999874,-1.18399415373591821,0.349999999999999978,0.846974515910366543
3.19999872,-1.21731493279057124,0.349999999999999978,0.839780866100000689
3.2499987,-1.25057436174542436,0.349999999999999978,0.832386297875274517
3.29999868,-1.28375770431128355,0.349999999999999978,0.824864941267030916
3.34999866,-1.31685269978179442,0.349999999999999978,0.817290540278204358
3.39999864,-1.34984975360358428,0.349999999999999978,0.809734181085779103
3.44999862,-1.38274205102255321,0.349999999999999978,0.802262324206033717
3.4999986,-1.4155255961224904,0.349999999999999978,0.794935203790180345
3.54999858,-1.44819918101079836,0.349999999999999978,0.787805627768599304
3.59999856,-1.48076429153889566,0.349999999999999978,0.780918185237482132
3.64999854,-1.51322495672501733,0.349999999999999978,0.774308844204256608
3.69999852,-1.54558754909594787,0.349999999999999978,0.768004904728952442
3.7499985,-1.57786054272511489,0.349999999999999978,0.762025260083512568
3.79999848,-1.61005423511945756,0.349999999999999978,0.756380911650659682
3.84999846,-1.64218043859089025,0.349999999999999978,0.751075681300644726
3.89999844,-1.67425214657086996,0.349999999999999978,0.746107067048318862
3.94999842,-1.70628318061805917,0.349999999999999978,0.741467192795756902
3.9999984,-1.73828782464269671,0.349999999999999978,0.737143809818763152
