Time,/fdm/jsbsim/attitude/phi-rad,/fdm/jsbsim/fcs/right-aileron-pos-rad,/fdm/jsbsim/accelerations/Nz
0,2.59222623785472228e-32,0,1.0263544745321187
0.04999998,-1.81465934472623332e-07,0,1.00623207278710347
0.09999996,0.000678294690104510613,-0.00944189745184813994,0.996997498544117566
0.14999994,0.000678293377304952099,-0.00944189745184813994,0.997000343244165421
0.19999992,0.000678291939760633381,-0.00944189745184813994,0.997002457279213883
0.2499999,0.000678290597660987336,-0.00944189745184813994,0.997003954560202299
0.29999988,0.000678289357062939325,-0.00944189745184813994,0.997004972884488083
0.34999986,0.000678288119312585075,-0.00944189745184813994,0.9970056439169801
0.39999984,0.000678286745994704761,-0.00944189745184813994,0.997006078915289695
0.44999982,0.000678285096119667281,-0.00944189745184813994,0.99700636424076361
0.4999998,0.000678283046076638501,-0.00944189745184813994,0.997006562379625039
0.54999978,0.000678280499054158856,-0.00944189745184813994,0.99700671559616183
0.59999976,0.000678277388186884788,-0.00944189745184813994,0.997006850429322355
0.64999974,0.000678273676104046192,-0.00944189745184813994,0.997006982021444776
0.69999972,0.000678269352525641064,-0.00944189745184813994,0.997007117794331599
0.7499997,0.000678264430887274574,-0.00944189745184813994,0.997007260313060306
0.79999968,0.000678258944558032969,-0.00944189745184813994,0.997007409365461617
0.84999966,0.000678252942961413878,-0.00944189745184813994,0.997007563375611916
0.89999964,0.00067824648776520168,-0.00944189745184813994,0.997007720291393951
0.94999962,0.000678239649226655152,-0.00944189745184813994,0.997007878098402633
0.9999996,0.000678232502745099858,-0.00944189745184813994,0.99700803507254554
1.04999958,0.000586371977162070471,0.0205115820210756555,0.997007964396047774
1.09999956,-0.00063976548486392921,0.0564557573885842018,0.996997374218373533
1.14999954,-0.00410019921042704266,0.092399932756092748,0.996939873833661894
1.19999952,-0.0103827921614841837,0.128344108123601308,0.996766965978653774
1.2499995,-0.0197903170320256894,0.164288283491109854,0.996370643344899665
1.29999948,-0.0324695767855553361,0.200232458858618428,0.995602404648783357
1.34999946,-0.0484818530340503998,0.236176634226126975,0.994279005034123364
1.39999944,-0.0678416535775779733,0.272120809593635493,0.992192693618951793
1.44999942,-0.0905383067701173577,0.308064984961144095,0.989123535077831462
1.4999994,-0.116548242668053956,0.344009160328652641,0.984851896548352146
1.54999938,-0.145750367520989965,0.349999999999999978,0.97918673275561452
1.59999936,-0.177072116467506979,0.349999999999999978,0.972294647886167929
1.64999934,-0.209384884730979298,0.349999999999999978,0.96462005092858516
1.69999932,-0.242075145971085731,0.349999999999999978,0.956594632725633054
1.7499993,-0.274818452410734548,0.349999999999999978,0.94872348724549882
1.79999928,-0.307450959325277828,0.349999999999999978,0.941334352114461259
1.84999926,-0.339899380980017596,0.349999999999999978,0.934667723157672659
1.89999924,-0.37214243319828777,0.349999999999999978,0.928832764328897831
1.94999922,-0.404189193444888017,0.349999999999999978,0.923848472707181179
1.9999992,-0.436066527738209975,0.349999999999999978,0.919675343597896933
2.04999918,-0.467811388431083275,0.349999999999999978,0.916238579504259354
2.09999916,-0.499465773026647852,0.349999999999999978,0.91344398957919859
2.14999914,-0.531073203201904209,0.349999999999999978,0.911188222888933308
