Time,/fdm/jsbsim/attitude/phi-rad,/fdm/jsbsim/attitude/psi-rad,/fdm/jsbsim/fcs/rudder-pos-rad,/fdm/jsbsim/accelerations/Nz
1.84999926,0.0496573846734134558,3.35697543751861938,-0.349999999999999978,1.03059998296055033
1.89999924,0.0620263546219651934,3.37473463550313602,-0.349999999999999978,1.04531136279668213
1.94999922,0.0753537952229886426,3.39009859603628527,-0.349999999999999978,1.05972975293628413
1.9999992,0.0894182534490235298,3.40279182151656867,-0.349999999999999978,1.07275334532597988
2.04999918,0.103987087869537073,3.41264884266559188,-0.349999999999999978,1.08342481737918872
2.09999916,0.118826129985077467,3.41961320639608557,-0.349999999999999978,1.09103348110309684
2.14999914,0.13370859927418452,3.42373251565742409,-0.349999999999999978,1.09517801117923486
2.19999912,0.148422815077591974,3.42514975342041383,-0.349999999999999978,1.0957831060108767
2.2499991,0.162778394486531947,3.42409136656370894,-0.349999999999999978,1.09307178054009957
2.29999908,0.176610831501411381,3.42085281360918581,-0.349999999999999978,1.08750273500454853
2.34999906,0.189784542885801627,3.41578244607952586,-0.349999999999999978,1.07968730250198819
2.39999904,0.202194587234969747,3.40926466438340681,-0.349999999999999978,1.07030178633974082
2.44999902,0.213767297496988196,3.40170325616218472,-0.349999999999999978,1.06000880676121656
2.499999,0.224460028861268673,3.39350570161064624,-0.349999999999999978,1.04939683329962863
2.54999898,0.234260149714615756,3.38506904651536722,-0.349999999999999978,1.03894197585989723
2.59999896,0.243183332683148234,3.3767677363448616,-0.349999999999999978,1.02899166823507282
2.64999894,0.251271163876975401,3.36894360755445055,-0.349999999999999978,1.01976682762978665
2.69999892,0.258588091686476562,3.36189806979772277,-0.349999999999999978,1.01137753305399958
2.7499989,0.265217775521427612,3.35588639718336879,-0.349999999999999978,1.00384694984088085
2.79999888,0.27125895296492919,3.35111397866245042,-0.349999999999999978,0.997138701081435541
2.84999886,0.276821001225342533,3.3477343490067506,-0.349999999999999978,0.991183753575479276
2.89999884,0.282019408930396842,3.34584881997133321,-0.349999999999999978,0.985903878918382492
2.94999882,0.286971387220714635,3.34550754276552853,-0.349999999999999978,0.981229732789840714
2.9999988,0.291791832291457887,3.34671184678939904,-0.349999999999999978,0.97711251543594102
3.04999878,0.296589809151039885,3.34941770848590981,-0.349999999999999978,0.973529014100880663
3.09999876,0.30146566720117296,3.35354020500483818,-0.349999999999999978,0.970480561412798259
3.14999874,0.306508833256521729,3.35895880049630868,-0.349999999999999978,0.967987037007549955
3.19999872,0.311796267513050951,3.36552330078693185,-0.349999999999999978,0.966077453125754992
3.2499987,0.317391521148885802,3.37306029840617372,-0.349999999999999978,0.964778870063924932
3.29999868,0.323344305520557207,3.38137991778691216,-0.349999999999999978,0.96410537961422782
3.34999866,0.329690473136848738,3.39028266258817013,-0.349999999999999978,0.964048696450031439
3.39999864,0.336452317073361207,3.39956616513584153,-0.349999999999999978,0.964571552571761193
3.44999862,0.343639113153116071,3.40903164269854253,-0.349999999999999978,0.965604652891031146
3.4999986,0.351247851990268867,3.41848987677747695,-0.349999999999999978,0.967047475853743399
3.54999858,0.359264130158890693,3.42776654943521475,-0.349999999999999978,0.968772740999048643
3.59999856,0.367663186952948862,3.4367067943476064,-0.349999999999999978,0.970633957030752281
3.64999854,0.376411082984246526,3.44517884906211691,-0.349999999999999978,0.97247514365326615
3.69999852,0.385466018699208268,3.45307672811676314,-0.349999999999999978,0.97414161541097366
3.7499985,0.394779785870351452,3.46032187328059271,-0.349999999999999978,0.975490644795303674
3.79999848,0.404299335378501712,3.46686377600379414,-0.349999999999999978,0.976400891325502007
3.84999846,0.413968432732511826,3.47267960662669362,-0.349999999999999978,0.976779683149663014
3.89999844,0.423729361255439863,3.47777292302068419,-0.349999999999999978,0.976567539746580948
3.94999842,0.433524623689686528,3.48217156586735088,-0.349999999999999978,0.975739684305723443
3.9999984,0.443298587441569358,3.48592487641709958,-0.349999999999999978,0.97430465912089792
4.04999838,0.452999017393869774,3.48910039326035104,-0.349999999999999978,0.972300474402586379
4.09999836,0.462578443154118168,3.49178019594740841,-0.349999999999999978,0.969788948875173085
4.14999834,0.471995314325653559,3.49405706463304044,-0.349999999999999978,0.966849016377567594
4.19999832,0.481214907158693528,3.49603061672696258,-0.349999999999999978,0.963569774468526208
4.2499983,0.490209957883883274,3.49780356518408952,-0.349999999999999978,0.960043955657703063
4.29999828,0.498961011216817685,3.49947822068515046,-0.349999999999999978,0.956362338803406375
4.34999826,0.50745648601129012,3.50115333404971008,-0.349999999999999978,0.95260942206465693
4.39999824,0.515692472930432189,3.50292134831378243,-0.349999999999999978,0.948860481964299285
4.44999822,0.523672290473254809,3.50486610419002131,-0.349999999999999978,0.94517997111814811
4.4999982,0.531405835036037999,3.50706101974132656,-0.349999999999999978,0.941621076110168431
4.54999818,0.538908767372204833,3.5095677459986887,-0.349999999999999978,0.938226173716836365
4.59999816,0.546201581526990276,3.51243528525167958,-0.349999999999999978,0.935027887436792549
4.64999814,0.553308602999243004,3.51569954761600556,-0.349999999999999978,0.932050450942824127
4.69999812,0.560256960713102381,3.51938331366240575,-0.349999999999999978,0.929311121480357438
4.7499981,0.567075572794494498,3.52349656562998703,-0.349999999999999978,0.926821443987779214
4.79999808,0.573794179757446066,3.52803714629068699,-0.349999999999999978,0.924588235547867399
4.84999806,0.580442451247756175,3.53299170223321202,-0.349999999999999978,0.922614230435745974
4.89999804,0.587049184735182195,3.53833686672092407,-0.349999999999999978,0.920898390748883577
4.94999802,0.593641607205252386,3.54404063606742747,-0.349999999999999978,0.919435940494412129
4.999998,0.600244784561684619,3.55006389256132149,-0.349999999999999978,0.918218218225529625
5.04999798,0.606881138503923112,3.5563620263922342,-0.349999999999999978,0.917232462986835029
5.09999796,0.613570067265379437,3.56288660891154807,-0.349999999999999978,0.916461650642122039
5.14999794,0.620327664741838425,3.56958707007835807,-0.349999999999999978,0.915884484397003762
5.19999792,0.627166531973648023,3.57641233427738392,-0.349999999999999978,0.915475617741836389
5.2499979,0.634095675303434358,3.583312371010686,-0.349999999999999978,0.915206154200269517
5.29999788,0.641120486380070354,3.59023962037240496,-0.349999999999999978,0.915044430785352692
5.34999786,0.648242800089149473,3.5971502577654717,-0.349999999999999978,0.914957055440093869
5.39999784,0.655461027093923176,3.60400526798715015,-0.349999999999999978,0.914910137063695061
5.44999782,0.662770357711603197,3.61077130549142877,-0.349999999999999978,0.914870623248661863
5.4999978,0.670163033205331216,3.61742132514379922,-0.349999999999999978,0.914807647695761617
5.54999778,0.677628679256673028,3.62393497585372204,-0.349999999999999978,0.914693787315689955
5.59999776,0.685154694533366304,3.63029875777296818,-0.349999999999999978,0.914506137811324837
5.64999774,0.692726685109022466,3.63650595190952197,-0.349999999999999978,0.914227134437941791
5.69999772,0.70032893330356738,3.64255633863438755,-0.349999999999999978,0.913845069080497785
5.7499977,0.70794488758234797,3.64845572827394271,-0.349999999999999978,0.913354282614276536
5.79999768,0.715557658735117008,3.65421533245318964,-0.349999999999999978,0.912755039404916757
5.84999766,0.723150506849627561,3.65985100883433434,-0.349999999999999978,0.912053115735914854
5.89999764,0.730707303712870848,3.6653824142330329,-0.349999999999999978,0.911259153491630225
5.94999762,0.738212956240856477,3.6708321017601242,-0.349999999999999978,0.910387843083879877
5.9999976,0.745653778293474234,3.67622459671496049,-0.349999999999999978,0.909457004821891402
6.04999758,0.75301780063910273,3.68158548363584215,-0.349999999999999978,0.908486636110104717
6.09999756,0.760295011705921731,3.68694053346123063,-0.349999999999999978,0.907497984181066975
6.14999754,0.767477524875762707,3.69231489548763081,-0.349999999999999978,0.906512692174726298
6.19999752,0.774559671219786083,3.69773237405609079,-0.349999999999999978,0.905552052224883997
6.2499975,0.781538019538764228,3.70321480497160094,-0.349999999999999978,0.90463638458837714
6.29999748,0.7884113281848949,3.70878154182860431,-0.349999999999999978,0.903784548429525492
6.34999746,0.795180435284116083,3.71444905789266855,-0.349999999999999978,0.903013578802356998
6.39999744,0.801848095577155529,3.72023066511840028,-0.349999999999999978,0.902338436386518561
6.44999742,0.80841877313477839,3.72613634834781182,-0.349999999999999978,0.901771851917559042
6.4999974,0.814898399704465093,3.73217270975620474,-0.349999999999999978,0.90132424579196424
6.54999738,0.821294076591716937,3.73834313353268533,-0.349999999999999978,0.901023331114430448
6.59999736,0.827613422803551768,3.74464926003547749,-0.349999999999999978,0.900901457234030145
6.64999734,0.833864627627394994,3.75108994500948789,-0.349999999999999978,0.900972289594835996
6.69999732,0.840056526326100172,3.75766034969914031,-0.349999999999999978,0.901236715885954665
6.7499973,0.846198239241836903,3.76435263986898727,-0.349999999999999978,0.901684202501556453
6.79999728,0.85229881848759137,3.77115667955667311,-0.349999999999999978,0.902298792290264995
6.84999726,0.858366932255909543,3.77806067089823028,-0.349999999999999978,0.903062834095076927
6.89999724,0.864410595491576284,3.78505173737825418,-0.349999999999999978,0.903959050202402858
6.94999722,0.870436949057994513,3.79211645299318256,-0.349999999999999978,0.904971491689316787
6.9999972,0.876452086334778779,3.79924132067229481,-0.349999999999999978,0.906085825843229276
7.04999718,0.882460924967775173,3.80641320198374444,-0.349999999999999978,0.907289281661095792
7.09999716,0.888467121291582118,3.8136196981177104,-0.349999999999999978,0.90857047053301887
7.14999714,0.894473025140259503,3.82084948028999083,-0.349999999999999978,0.909919209994117018
7.19999712,0.900479672980458612,3.82809256652533714,-0.349999999999999978,0.911326411888846222
7.2499971,0.906486817343842288,3.83534054143517578,-0.349999999999999978,0.912784051101570681
7.29999708,0.912492990326854825,3.84258671607512081,-0.349999999999999978,0.914285203673561142
7.34999706,0.918495598473102137,3.84982622611337266,-0.349999999999999978,0.91582412950734815
7.39999704,0.924491045716550719,3.8570560681646926,-0.349999999999999978,0.917396370899627778
7.44999702,0.930474880329742682,3.86427507603350939,-0.349999999999999978,0.918998840396651806
7.499997,0.93644196108692368,3.87148384056218964,-0.349999999999999978,0.920629877193627877
7.54999698,0.942386637209179368,3.87868457862183424,-0.349999999999999978,0.922289258479489393
7.59999696,0.948302936184612588,3.8858809583741909,-0.349999999999999978,0.923978159359624129
7.64999694,0.954184752637585065,3.89307789080667188,-0.349999999999999978,0.925698897303903201
7.69999692,0.96002602478096366,3.90028131455282301,-0.349999999999999978,0.92745567017301056
7.7499969,0.96582091725731567,3.90749792406752006,-0.349999999999999978,0.929253565159875339
7.79999688,0.971563989167223196,3.91473488920370016,-0.349999999999999978,0.93109800326812997
7.84999686,0.977250330519465749,3.92199960355440824,-0.349999999999999978,0.932994842500444732
7.89999684,0.982875674865801074,3.92929944251379881,-0.349999999999999978,0.934950242093112394
7.94999682,0.988436485926561637,3.93664153782777371,-0.349999999999999978,0.936970495654737667
7.9999968,0.993930016593383092,3.94403257512884275,-0.349999999999999978,0.939061851138384363
8.04999678,0.999354339678268033,3.95147861971756731,-0.349999999999999978,0.941230332565311634
8.09999676,1.00470835077493881,3.95898497449631437,-0.349999999999999978,0.943481574717426996
8.14999674,1.00999174453617457,3.96655607257601828,-0.349999999999999978,0.945820678411911864
8.19999672,1.01520496649957437,3.97419540573515384,-0.349999999999999978,0.948252090881467669
8.2499967,1.02034914328353077,3.98190548866130989,-0.349999999999999978,0.950779513412024713
8.29999668,1.02542599451096561,3.98968785778040491,-0.349999999999999978,0.953405836742599821
8.34999666,1.03043816157981039,3.99754309644503669,-0.349999999999999978,0.956133953987898688
8.39999664,1.03539142744916757,4.00547082210295091,-0.349999999999999978,0.95897218758541658
8.44999662,1.04029163658059542,4.01346971945174147,-0.349999999999999978,0.961924526233286059
8.4999966,1.04514355379799984,4.02153770075404715,-0.349999999999999978,0.964989446824733088
8.54999658,1.04995129868288251,4.02967208948456523,-0.349999999999999978,0.968162980826738573
8.59999656,1.05471852313800296,4.03786979743652097,-0.349999999999999978,0.971440280202358841
8.64999654,1.05944845894153716,4.0461274905564748,-0.349999999999999978,0.974816385351676251
8.69999652,1.06414390591679608,4.05444174255816314,-0.349999999999999978,0.978286545648674566
8.7499965,1.06880719772496624,4.06280917617666848,-0.349999999999999978,0.981846314009507504
8.79999648,1.07344016468782222,4.07122659155091071,-0.349999999999999978,0.985491548590855526
8.84999646,1.07804410384343519,4.07969108054427299,-0.349999999999999978,0.989218395050279753
8.89999644,1.08261976155846829,4.0882001252782274,-0.349999999999999978,0.993023283834162385
8.94999642,1.08716733131774101,4.09675167894509684,-0.349999999999999978,0.99690295297876419
8.9999964,1.09168646767717115,4.10534422711300451,-0.349999999999999978,1.00085449348156441
9.04999638,1.09617631624918688,4.113976828187214,-0.349999999999999978,1.00487540802638464
9.09999636,1.10063555873392671,4.12264913236037955,-0.349999999999999978,1.00896367209412663
9.14999634,1.10506247130962976,4.13136137917519441,-0.349999999999999978,1.0131177874110866
9.19999632,1.10945499411998716,4.1401143746484852,-0.349999999999999978,1.01733681991405001
9.2499963,1.11381080914507979,4.1489094496925345,-0.349999999999999978,1.02162041712144247
9.29999628,1.11812742342652971,4.15774840226031728,-0.349999999999999978,1.02596880244573208
9.34999626,1.12240225444635588,4.16663342619684229,-0.349999999999999978,1.03038274628751525
9.39999624,1.12663271443678181,4.17556703017437414,-0.349999999999999978,1.03486351558936218
9.44999622,1.13081629052110255,4.18455195031483029,-0.349999999999999978,1.03941280487252552
9.4999962,1.13495061784227103,4.19359106015922123,-0.349999999999999978,1.04403265264019907
9.54999618,1.13903354320807049,4.20268728154238591,-0.349999999999999978,1.04872534751233859
9.59999616,1.14306317941200675,4.2118434960099167,-0.349999999999999978,1.05349365248365268
9.64999614,1.14703796897023014,4.2210624256947904,-0.349999999999999978,1.05833903574601362
9.69999612,1.15095668582124189,4.23034660561203602,-0.349999999999999978,1.06326316158332812
9.7499961,1.15481842437760718,4.23969836367789643,-0.349999999999999978,1.06826834133284132
9.79999608,1.158622603655731,4.24911976536493174,-0.349999999999999978,1.07335689393294831
9.84999606,1.16236895717062727,4.25861257475203026,-0.349999999999999978,1.07853091706638904
9.89999604,1.16605750898563065,4.26817823310280886,-0.349999999999999978,1.08379214125276424
9.94999602,1.16968853779954252,4.27781785406380521,-0.349999999999999978,1.08914184741990661
9.999996,1.17326253144551229,4.28753223396045069,-0.349999999999999978,1.09458083065551537
