Time,/fdm/jsbsim/attitude/phi-rad,/fdm/jsbsim/fcs/right-aileron-pos-rad,/fdm/jsbsim/accelerations/Nz
2.19999912,-0.840834246018846265,0.349999999999999978,0.782309244332734854
2.2499991,-0.886785192141104295,0.349999999999999978,0.772972782318952389
2.29999908,-0.932588581758801438,0.349999999999999978,0.764531325748425639
2.34999906,-0.978289550693811738,0.349999999999999978,0.75693970467436178
2.39999904,-1.02392968018294006,0.349999999999999978,0.750142853389292208
2.44999902,-1.06954635730172254,0.349999999999999978,0.744077852166418641
2.499999,-1.11517255308717922,0.349999999999999978,0.738675832023427237
2.54999898,-1.16083696448608786,0.349999999999999978,0.733863673844176723
2.59999896,-1.20656444226962667,0.349999999999999978,0.729565452444566942
2.64999894,-1.25237660992670263,0.349999999999999978,0.725703610669277577
2.69999892,-1.29829257094317252,0.349999999999999978,0.722199885880609127
2.7499989,-1.34432960462963291,0.349999999999999978,0.718976042485207079
2.79999888,-1.39050376305292889,0.349999999999999978,0.715954484406529423
2.84999886,-1.43683030171303661,0.349999999999999978,0.713058828718153515
2.89999884,-1.48332390166363148,0.349999999999999978,0.710214058589463959
2.94999882,-1.52999869381513265,0.349999999999999978,0.707290222333186946
2.9999988,-1.57686817152116743,0.349999999999999978,0.704137561252249022
3.04999878,-1.62394475972605434,0.349999999999999978,0.700671637720062135
3.09999876,-1.67123919884921346,0.349999999999999978,0.696838392589639422
3.14999874,-1.71875993697059393,0.349999999999999978,0.692600856364616768
3.19999872,-1.76651255508852856,0.349999999999999978,0.687931916366693041
3.2499987,-1.81449926188466049,0.349999999999999978,0.682811220094233118
3.29999868,-1.86271850142757245,0.349999999999999978,0.677224670071887247
3.34999866,-1.91116471430767287,0.349999999999999978,0.671165348810528251
3.39999864,-1.95982828300550316,0.349999999999999978,0.664635051224576001
3.44999862,-2.00869567854573905,0.349999999999999978,0.657645876926004069
3.4999986,-2.05774981003705459,0.349999999999999978,0.650221525943969869
3.54999858,-2.1069705621977497,0.349999999999999978,0.642397936014353022
3.59999856,-2.15633549392499635,0.349999999999999978,0.634224584297276683
3.64999854,-2.20582067016974959,0.349999999999999978,0.625763065721534395
3.69999852,-2.25540157352924098,0.349999999999999978,0.617086752631208824
3.7499985,-2.30505405301262822,0.349999999999999978,0.608279684087442929
3.79999848,-2.35475526785605593,0.349999999999999978,0.599435096271407342
3.84999846,-2.40448458769352591,0.349999999999999978,0.590653687930846272
3.89999844,-2.45422441698954463,0.349999999999999978,0.582041711052845967
3.94999842,-2.50396091923402908,0.349999999999999978,0.573708969798418345
3.9999984,-2.55368450717630679,0.349999999999999978,0.565766813053143469
