Time,/fdm/jsbsim/attitude/phi-rad,/fdm/jsbsim/fcs/right-aileron-pos-rad,/fdm/jsbsim/accelerations/Nz
0,0,0,1.0263544745321187
0.04999998,-1.81389045154148497e-07,0,1.00627186568204574
0.09999996,0.000409857664140433041,-0.00637028147364828833,0.997012321021383818
0.14999994,0.000409857108229048732,-0.00637028147364828833,0.997013746997422068
0.19999992,0.000409856500207172829,-0.00637028147364828833,0.99701483423773718
0.2499999,0.000409855925330144524,-0.00637028147364828833,0.99701563872051413
0.29999988,0.000409855377528986302,-0.00637028147364828833,0.997016225087515751
0.34999986,0.000409854807735745338,-0.00637028147364828833,0.997016653823016186
0.39999984,0.000409854151483528978,-0.00637028147364828833,0.997016975357853941
0.44999982,0.000409853344015725853,-0.00637028147364828833,0.997017228431451352
0.4999998,0.000409852327940224827,-0.00637028147364828833,0.997017440805816224
0.54999978,0.000409851056537467663,-0.00637028147364828833,0.997017631071716592
0.59999976,0.000409849494638510759,-0.00637028147364828833,0.997017810761660073
0.64999974,0.000409847618231887201,-0.00637028147364828833,0.997017986340226092
0.69999972,0.000409845413478990078,-0.00637028147364828833,0.997018160873559878
0.7499997,0.000409842875516293467,-0.00637028147364828833,0.99701833531406725
0.79999968,0.000409840007236536206,-0.00637028147364828833,0.997018509425409816
0.84999966,0.00040983681813307497,-0.00637028147364828833,0.997018682404243628
0.89999964,0.000409833323231113876,-0.00637028147364828833,0.99701885326733064
0.94999962,0.000409829542100416486,-0.00637028147364828833,0.997019021070287059
0.9999996,0.000409825497935150632,-0.00637028147364828833,0.997019185014019538
1.04999958,0.000269355437385987982,0.0233272301034793857,0.997019116083710299
1.09999956,-0.00159739469080693469,0.0589642439960325893,0.997007782891779826
1.14999954,-0.00684392155795041091,0.0946012578885857824,0.996940428854912963
1.19999952,-0.0163391907464219728,0.130238271781139003,0.996717519627799309
1.2499995,-0.0305258343424375522,0.165875285673692197,0.996162443403235454
1.29999948,-0.0496184027100992839,0.201512299566245445,0.995010747895528236
1.34999946,-0.0737085483759462312,0.237149313458798638,0.992911890195307234
1.39999944,-0.102821117918538679,0.272786327351351832,0.989440400375633966
1.44999942,-0.136944356183591187,0.308423341243905025,0.984112973030046079
1.4999994,-0.176046465296325588,0.344060355136458274,0.976408632397865905
1.54999938,-0.219944582643203851,0.349999999999999978,0.965874000667767185
1.59999936,-0.267006158942348193,0.349999999999999978,0.952820762182033265
1.64999934,-0.315529482419137863,0.349999999999999978,0.937998200736901655
1.69999932,-0.36459745472513061,0.349999999999999978,0.922119837751695148
1.7499993,-0.413720981132949917,0.349999999999999978,0.905770728431178229
1.79999928,-0.462642088369055182,0.349999999999999978,0.889400917857148032
1.84999926,-0.511229933703893136,0.349999999999999978,0.873341386477448078
1.89999924,-0.559425668292118372,0.349999999999999978,0.857827824779383352
1.94999922,-0.60721287304936189,0.349999999999999978,0.843023818437167005
1.9999992,-0.65460128279748464,0.349999999999999978,0.829039752288809551
2.04999918,-0.701617353399367927,0.349999999999999978,0.815946643610596323
2.09999916,-0.748298331633613256,0.349999999999999978,0.803785569590453886
2.14999914,-0.79468813810196981,0.349999999999999978,0.792573864022437569
